#xvalues		yvalues
2.000000		0.909297
2.040000		0.891929
2.080000		0.873133
2.120000		0.852940
2.160000		0.831383
2.200000		0.808496
2.240000		0.784316
2.280000		0.758881
2.320000		0.732231
2.360000		0.704411
2.400000		0.675463
2.440000		0.645435
2.480000		0.614374
2.520000		0.582331
2.560000		0.549355
2.600000		0.515501
2.640000		0.480823
2.680000		0.445375
2.720000		0.409214
2.760000		0.372399
2.800000		0.334988
2.840000		0.297041
2.880000		0.258619
2.920000		0.219784
2.960000		0.180596
3.000000		0.141120
3.040000		0.101418
3.080000		0.061554
3.120000		0.021591
3.160000		-0.018406
3.200000		-0.058374
3.240000		-0.098249
3.280000		-0.137966
3.320000		-0.177462
3.360000		-0.216675
3.400000		-0.255541
3.440000		-0.293998
3.480000		-0.331985
3.520000		-0.369441
3.560000		-0.406306
3.600000		-0.442520
3.640000		-0.478027
3.680000		-0.512769
3.720000		-0.546691
3.760000		-0.579738
3.800000		-0.611858
3.840000		-0.642999
3.880000		-0.673111
3.920000		-0.702146
3.960000		-0.730058
4.000000		-0.756802
4.040000		-0.782336
4.080000		-0.806618
4.120000		-0.829609
4.160000		-0.851273
4.200000		-0.871576
4.240000		-0.890484
4.280000		-0.907967
4.320000		-0.923998
4.360000		-0.938551
4.400000		-0.951602
4.440000		-0.963131
4.480000		-0.973119
4.520000		-0.981550
4.560000		-0.988411
4.600000		-0.993691
4.640000		-0.997381
4.680000		-0.999476
4.720000		-0.999971
4.760000		-0.998867
4.800000		-0.996165
4.840000		-0.991869
4.880000		-0.985986
4.920000		-0.978526
4.960000		-0.969501
5.000000		-0.958924
5.040000		-0.946814
5.080000		-0.933189
5.120000		-0.918070
5.160000		-0.901484
5.200000		-0.883455
5.240000		-0.864012
5.280000		-0.843188
5.320000		-0.821014
5.360000		-0.797527
5.400000		-0.772764
5.440000		-0.746765
5.480000		-0.719572
5.520000		-0.691227
5.560000		-0.661776
5.600000		-0.631267
5.640000		-0.599747
5.680000		-0.567269
5.720000		-0.533882
5.760000		-0.499642
5.800000		-0.464602
5.840000		-0.428819
5.880000		-0.392350
5.920000		-0.355254
5.960000		-0.317589
6.000000		-0.279415
6.040000		-0.240795
6.080000		-0.201790
6.120000		-0.162462
6.160000		-0.122874
6.200000		-0.083089
6.240000		-0.043172
6.280000		-0.003185
6.320000		0.036806
6.360000		0.076739
6.400000		0.116549
6.440000		0.156173
6.480000		0.195547
6.520000		0.234607
6.560000		0.273293
6.600000		0.311541
6.640000		0.349291
6.680000		0.386483
6.720000		0.423055
6.760000		0.458951
6.800000		0.494113
6.840000		0.528485
6.880000		0.562011
6.920000		0.594637
6.960000		0.626313
7.000000		0.656987
7.040000		0.686609
7.080000		0.715133
7.120000		0.742513
7.160000		0.768705
7.200000		0.793668
7.240000		0.817361
7.280000		0.839746
7.320000		0.860787
7.360000		0.880452
7.400000		0.898708
7.440000		0.915526
7.480000		0.930880
7.520000		0.944745
7.560000		0.957098
7.600000		0.967920
7.640000		0.977193
7.680000		0.984903
7.720000		0.991038
7.760000		0.995587
7.800000		0.998543
7.840000		0.999902
7.880000		0.999662
7.920000		0.997822
7.960000		0.994385
8.000000		0.989358
8.040000		0.982748
8.080000		0.974566
8.120000		0.964825
8.160000		0.953541
8.200000		0.940731
8.240000		0.926415
8.280000		0.910618
8.320000		0.893364
8.360000		0.874681
8.400000		0.854599
8.440000		0.833149
8.480000		0.810367
8.520000		0.786288
8.560000		0.760951
8.600000		0.734397
8.640000		0.706668
8.680000		0.677809
8.720000		0.647865
8.760000		0.616884
8.800000		0.584917
8.840000		0.552014
8.880000		0.518228
8.920000		0.483613
8.960000		0.448224
9.000000		0.412118
9.040000		0.375353
9.080000		0.337988
9.120000		0.300081
9.160000		0.261695
9.200000		0.222890
9.240000		0.183728
9.280000		0.144273
9.320000		0.104586
9.360000		0.064733
9.400000		0.024775
9.440000		-0.015221
9.480000		-0.055194
9.520000		-0.095078
9.560000		-0.134810
9.600000		-0.174327
9.640000		-0.213564
9.680000		-0.252460
9.720000		-0.290952
9.760000		-0.328979
9.800000		-0.366479
9.840000		-0.403393
9.880000		-0.439662
9.920000		-0.475227
9.960000		-0.510032
10.000000		-0.544021
